Period total fertility rates by birth order and period total fertility rates by birth order by age 40
Last modified: 25/09/2014
Code Year       TFR      TFR1      TFR2      TFR3      TFR4     TFR5p     TFR40   TFR40_1   TFR40_2   TFR40_3   TFR40_4  TFR40_5p
RUS  1978     1.899     0.964     0.650     0.157     0.054     0.074     1.867     0.961     0.645     0.152     0.050     0.059
RUS  1979     1.865     0.964     0.633     0.149     0.051     0.068     1.836     0.961     0.628     0.145     0.048     0.055
RUS  1980     1.863     0.966     0.642     0.146     0.048     0.061     1.837     0.963     0.638     0.142     0.045     0.049
RUS  1981     1.882     0.945     0.674     0.155     0.049     0.059     1.857     0.942     0.670     0.151     0.046     0.048
RUS  1982     1.956     0.944     0.725     0.176     0.053     0.058     1.931     0.941     0.720     0.172     0.050     0.047
RUS  1983     2.088     0.956     0.812     0.204     0.058     0.058     2.063     0.954     0.808     0.199     0.055     0.048
RUS  1984     2.051     0.967     0.766     0.206     0.057     0.055     2.027     0.965     0.762     0.201     0.054     0.046
RUS  1985     2.051     0.965     0.757     0.214     0.060     0.055     2.028     0.963     0.752     0.209     0.057     0.047
RUS  1986     2.177     0.979     0.825     0.247     0.066     0.059     2.152     0.977     0.820     0.241     0.063     0.051
RUS  1987     2.229     1.003     0.843     0.257     0.068     0.058     2.202     1.000     0.837     0.250     0.065     0.050
RUS  1988     2.142     1.011     0.779     0.233     0.064     0.055     2.116     1.007     0.773     0.227     0.060     0.048
RUS  1989     2.018     1.007     0.703     0.202     0.056     0.050     1.995     1.003     0.697     0.197     0.054     0.044
RUS  1990     1.894     0.996     0.625     0.178     0.051     0.045     1.874     0.993     0.620     0.173     0.049     0.039
RUS  1991     1.733     0.953     0.540     0.154     0.046     0.040     1.715     0.950     0.536     0.150     0.044     0.035
RUS  1992     1.549     0.891     0.458     0.126     0.040     0.033     1.532     0.888     0.455     0.123     0.038     0.029
RUS  1993     1.370     0.820     0.395     0.101     0.030     0.024     1.358     0.818     0.393     0.098     0.029     0.021
RUS  1994     1.395     0.842     0.401     0.101     0.030     0.023     1.383     0.840     0.398     0.098     0.028     0.020
RUS  1995     1.338     0.803     0.387     0.098     0.029     0.021     1.327     0.801     0.385     0.095     0.027     0.019
RUS  1996     1.271     0.755     0.372     0.094     0.028     0.021     1.259     0.753     0.370     0.092     0.027     0.018
RUS  1997     1.219     0.710     0.366     0.094     0.028     0.021     1.208     0.708     0.364     0.092     0.027     0.018
RUS  1998     1.233     0.718     0.371     0.094     0.028     0.020     1.221     0.716     0.368     0.092     0.027     0.018
RUS  1999     1.158     0.678     0.345     0.089     0.027     0.019     1.146     0.676     0.342     0.087     0.025     0.017
RUS  2000     1.196     0.702     0.358     0.092     0.026     0.018     1.183     0.700     0.355     0.089     0.024     0.015
RUS  2001     1.224     0.721     0.369     0.090     0.027     0.018     1.211     0.718     0.366     0.087     0.025     0.015
RUS  2002     1.287     0.745     0.396     0.100     0.028     0.019     1.274     0.743     0.393     0.096     0.026     0.016
RUS  2003     1.333     0.766     0.415     0.105     0.029     0.019     1.318     0.764     0.411     0.101     0.026     0.016
RUS  2004     1.341     0.769     0.420     0.105     0.029     0.018     1.325     0.766     0.416     0.100     0.027     0.016
RUS  2005     1.288     0.737     0.405     0.100     0.028     0.017     1.271     0.735     0.401     0.096     0.026     0.014
RUS  2006     1.296     0.745     0.407     0.101     0.027     0.016     1.278     0.743     0.402     0.096     0.024     0.013
RUS  2007     1.406     0.754     0.473     0.125     0.034     0.020     1.385     0.751     0.466     0.119     0.031     0.017
RUS  2008     1.494     0.781     0.512     0.143     0.037     0.020     1.469     0.778     0.504     0.136     0.034     0.017
RUS  2009     1.537     0.800     0.531     0.146     0.038     0.021     1.509     0.797     0.522     0.138     0.034     0.018
RUS  2010     1.569     0.791     0.561     0.156     0.040     0.022     1.538     0.787     0.551     0.147     0.036     0.018
SVK  1950     3.578     1.038     0.924     0.597     0.368     0.651     3.389     1.032     0.912     0.580     0.348     0.518
SVK  1951     3.569     1.038     0.912     0.609     0.374     0.636     3.389     1.032     0.901     0.593     0.354     0.510
SVK  1952     3.549     1.013     0.903     0.619     0.386     0.629     3.378     1.006     0.893     0.603     0.365     0.510
SVK  1953     3.464     0.978     0.873     0.617     0.373     0.622     3.294     0.973     0.862     0.600     0.352     0.507
SVK  1954     3.410     0.940     0.882     0.615     0.375     0.598     3.252     0.934     0.871     0.599     0.356     0.492
SVK  1955     3.434     0.973     0.875     0.616     0.375     0.594     3.273     0.968     0.866     0.599     0.355     0.486
SVK  1956     3.426     0.998     0.871     0.597     0.371     0.589     3.290     0.994     0.863     0.584     0.354     0.494
SVK  1957     3.349     0.988     0.860     0.568     0.359     0.574     3.220     0.983     0.852     0.556     0.344     0.485
SVK  1958     3.203     0.943     0.857     0.548     0.328     0.528     3.095     0.939     0.851     0.538     0.317     0.450
SVK  1959     3.014     0.939     0.823     0.519     0.288     0.445     2.925     0.936     0.816     0.510     0.278     0.384
SVK  1960     3.019     0.948     0.828     0.523     0.285     0.434     2.930     0.945     0.823     0.515     0.272     0.375
SVK  1961     2.967     0.951     0.830     0.510     0.275     0.400     2.892     0.948     0.824     0.503     0.267     0.349
SVK  1962     2.837     0.917     0.807     0.478     0.257     0.378     2.765     0.914     0.803     0.471     0.248     0.329
SVK  1963     2.936     0.924     0.842     0.515     0.266     0.389     2.864     0.921     0.837     0.508     0.257     0.342
SVK  1964     2.911     0.907     0.840     0.520     0.265     0.381     2.840     0.904     0.835     0.512     0.256     0.334
SVK  1965     2.806     0.876     0.820     0.486     0.257     0.368     2.738     0.872     0.815     0.478     0.248     0.324
SVK  1966     2.684     0.862     0.795     0.454     0.236     0.337     2.623     0.859     0.791     0.447     0.228     0.298
SVK  1967     2.511     0.843     0.749     0.411     0.206     0.301     2.457     0.840     0.744     0.406     0.200     0.267
SVK  1968     2.421     0.837     0.721     0.392     0.193     0.279     2.371     0.834     0.718     0.387     0.186     0.247
SVK  1969     2.466     0.865     0.749     0.398     0.193     0.262     2.419     0.863     0.745     0.392     0.187     0.232
SVK  1970     2.428     0.855     0.764     0.389     0.183     0.236     2.383     0.853     0.761     0.384     0.177     0.208
SVK  1971     2.427     0.857     0.787     0.384     0.174     0.226     2.385     0.855     0.784     0.379     0.169     0.199
SVK  1972     2.482     0.867     0.812     0.412     0.176     0.215     2.442     0.865     0.809     0.408     0.171     0.189
SVK  1973     2.549     0.857     0.872     0.432     0.180     0.208     2.508     0.856     0.869     0.427     0.173     0.183
SVK  1974     2.592     0.910     0.870     0.440     0.177     0.195     2.554     0.909     0.867     0.435     0.171     0.171
SVK  1975     2.522     0.916     0.838     0.427     0.163     0.177     2.488     0.914     0.836     0.423     0.158     0.157
SVK  1976     2.522     0.924     0.852     0.426     0.158     0.162     2.490     0.922     0.850     0.422     0.153     0.144
SVK  1977     2.470     0.926     0.843     0.412     0.150     0.139     2.440     0.924     0.840     0.408     0.145     0.122
SVK  1978     2.459     0.946     0.834     0.406     0.146     0.127     2.431     0.944     0.831     0.402     0.141     0.114
SVK  1979     2.444     0.951     0.845     0.394     0.137     0.117     2.422     0.950     0.843     0.391     0.133     0.105
SVK  1980     2.316     0.920     0.800     0.363     0.129     0.105     2.294     0.918     0.798     0.359     0.125     0.094
SVK  1981     2.279     0.886     0.794     0.369     0.128     0.102     2.259     0.885     0.792     0.366     0.124     0.092
SVK  1982     2.270     0.908     0.786     0.360     0.123     0.092     2.251     0.906     0.785     0.356     0.120     0.084
SVK  1983     2.268     0.913     0.783     0.354     0.123     0.095     2.251     0.912     0.781     0.351     0.121     0.087
SVK  1984     2.253     0.917     0.783     0.345     0.117     0.090     2.236     0.915     0.782     0.342     0.114     0.082
SVK  1985     2.256     0.929     0.786     0.341     0.118     0.082     2.241     0.928     0.784     0.338     0.116     0.075
SVK  1986     2.203     0.907     0.776     0.336     0.109     0.074     2.189     0.906     0.774     0.334     0.106     0.069
SVK  1987     2.151     0.911     0.760     0.308     0.102     0.071     2.137     0.909     0.758     0.306     0.099     0.066
SVK  1988     2.153     0.905     0.767     0.311     0.102     0.068     2.140     0.904     0.765     0.309     0.100     0.063
SVK  1989     2.090     0.881     0.741     0.300     0.102     0.066     2.077     0.880     0.740     0.298     0.099     0.060
SVK  1990     2.096     0.883     0.742     0.300     0.102     0.068     2.081     0.882     0.740     0.297     0.099     0.063
SVK  1991     2.051     0.903     0.685     0.294     0.101     0.067     2.036     0.902     0.684     0.291     0.097     0.062
SVK  1992     1.931     0.826     0.655     0.275     0.102     0.073     1.915     0.825     0.653     0.271     0.099     0.067
SVK  1993     1.872     0.788     0.644     0.270     0.099     0.070     1.857     0.786     0.642     0.267     0.096     0.065
SVK  1994     1.673     0.698     0.573     0.242     0.090     0.071     1.658     0.696     0.571     0.239     0.087     0.065
SVK  1995     1.529     0.633     0.526     0.217     0.084     0.068     1.514     0.632     0.524     0.214     0.081     0.064
SVK  1996     1.478     0.604     0.498     0.209     0.090     0.077     1.465     0.603     0.496     0.206     0.087     0.072
SVK  1997     1.437     0.592     0.481     0.199     0.086     0.080     1.422     0.590     0.479     0.196     0.083     0.075
SVK  1998     1.384     0.579     0.464     0.186     0.075     0.080     1.369     0.577     0.462     0.183     0.072     0.075
SVK  1999     1.339     0.573     0.439     0.174     0.073     0.079     1.324     0.571     0.437     0.171     0.071     0.074
SVK  2000     1.302     0.573     0.419     0.163     0.068     0.078     1.286     0.571     0.417     0.159     0.066     0.073
SVK  2001     1.199     0.515     0.391     0.152     0.064     0.076     1.183     0.514     0.389     0.148     0.062     0.071
SVK  2002     1.185     0.524     0.381     0.148     0.060     0.072     1.170     0.522     0.379     0.144     0.057     0.067
SVK  2003     1.200     0.535     0.383     0.146     0.060     0.075     1.183     0.533     0.381     0.142     0.057     0.070
SVK  2004     1.241     0.571     0.386     0.149     0.059     0.077     1.222     0.568     0.383     0.144     0.056     0.071
SVK  2005     1.253     0.574     0.396     0.147     0.059     0.076     1.234     0.571     0.394     0.143     0.056     0.071
SVK  2006     1.240     0.576     0.391     0.143     0.057     0.072     1.221     0.573     0.388     0.139     0.054     0.066
SVK  2007     1.252     0.590     0.396     0.143     0.052     0.070     1.230     0.586     0.393     0.138     0.049     0.064
SVK  2008     1.320     0.643     0.408     0.146     0.054     0.069     1.296     0.638     0.404     0.140     0.051     0.063
SVK  2009     1.411     0.683     0.445     0.159     0.055     0.070     1.382     0.677     0.439     0.152     0.051     0.063
SVN  1983     1.809     0.879     0.695     0.173     0.041     0.021     1.787     0.876     0.690     0.167     0.038     0.016
SVN  1984     1.742     0.861     0.662     0.162     0.036     0.021     1.721     0.858     0.658     0.157     0.032     0.016
SVN  1985     1.714     0.840     0.653     0.163     0.040     0.019     1.695     0.837     0.649     0.156     0.037     0.015
SVN  1986     1.666     0.796     0.654     0.162     0.037     0.018     1.649     0.793     0.650     0.157     0.034     0.014
SVN  1987     1.649     0.792     0.648     0.157     0.035     0.017     1.634     0.791     0.645     0.153     0.032     0.013
SVN  1988     1.630     0.789     0.633     0.155     0.037     0.016     1.615     0.787     0.630     0.151     0.034     0.013
SVN  1989     1.524     0.743     0.584     0.148     0.036     0.014     1.509     0.741     0.581     0.143     0.032     0.012
SVN  1990     1.462     0.711     0.568     0.140     0.028     0.014     1.448     0.708     0.564     0.137     0.026     0.013
SVN  1991     1.422     0.686     0.552     0.140     0.028     0.016     1.406     0.683     0.549     0.135     0.026     0.012
SVN  1992     1.332     0.669     0.498     0.125     0.026     0.014     1.318     0.667     0.495     0.121     0.023     0.012
SVN  1993     1.332     0.643     0.516     0.132     0.029     0.012     1.319     0.641     0.513     0.127     0.027     0.011
SVN  1994     1.320     0.628     0.518     0.133     0.027     0.013     1.308     0.626     0.515     0.130     0.025     0.012
SVN  1995     1.291     0.606     0.506     0.137     0.030     0.012     1.278     0.603     0.503     0.133     0.027     0.011
SVN  1996     1.283     0.607     0.501     0.136     0.027     0.012     1.269     0.605     0.497     0.133     0.024     0.010
SVN  1997     1.248     0.602     0.470     0.135     0.030     0.012     1.236     0.599     0.467     0.131     0.028     0.011
SVN  1998     1.233     0.602     0.461     0.133     0.027     0.010     1.217     0.599     0.456     0.128     0.025     0.008
SVN  1999     1.213     0.603     0.443     0.127     0.026     0.013     1.197     0.600     0.439     0.123     0.024     0.011
SVN  2000     1.258     0.634     0.453     0.128     0.031     0.012     1.242     0.631     0.450     0.123     0.028     0.011
SVN  2001     1.210     0.597     0.442     0.128     0.030     0.013     1.195     0.594     0.438     0.123     0.028     0.012
SVN  2002     1.211     0.622     0.423     0.126     0.029     0.012     1.194     0.617     0.420     0.120     0.026     0.011
SVN  2003     1.201     0.603     0.435     0.124     0.026     0.013     1.183     0.599     0.430     0.120     0.023     0.011
SVN  2004     1.246     0.623     0.445     0.136     0.027     0.014     1.224     0.619     0.439     0.131     0.024     0.011
SVN  2005     1.261     0.639     0.449     0.133     0.027     0.013     1.239     0.634     0.443     0.127     0.024     0.010
SVN  2006     1.315     0.656     0.469     0.142     0.033     0.015     1.291     0.651     0.462     0.136     0.029     0.013
SVN  2007     1.380     0.678     0.500     0.154     0.034     0.015     1.352     0.671     0.492     0.147     0.030     0.012
SVN  2008     1.525     0.764     0.548     0.162     0.036     0.016     1.495     0.757     0.538     0.153     0.033     0.013
SVN  2009     1.533     0.766     0.550     0.162     0.039     0.017     1.503     0.758     0.541     0.155     0.036     0.014
SWE  1970     1.919     0.805     0.681     0.286     0.092     0.054     1.886     0.801     0.674     0.279     0.086     0.045
SWE  1971     1.961     0.853     0.688     0.283     0.089     0.049     1.931     0.849     0.682     0.276     0.083     0.041
SWE  1972     1.913     0.842     0.676     0.271     0.081     0.043     1.886     0.839     0.671     0.264     0.076     0.035
SWE  1973     1.868     0.833     0.658     0.262     0.076     0.039     1.844     0.830     0.654     0.256     0.071     0.033
SWE  1974     1.876     0.838     0.678     0.254     0.071     0.034     1.853     0.834     0.673     0.249     0.067     0.029
SWE  1975     1.769     0.799     0.650     0.230     0.061     0.031     1.750     0.796     0.646     0.225     0.057     0.026
SWE  1976     1.682     0.751     0.635     0.214     0.056     0.027     1.663     0.747     0.631     0.210     0.052     0.022
SWE  1977     1.646     0.719     0.638     0.210     0.054     0.025     1.627     0.716     0.635     0.206     0.050     0.021
SWE  1978     1.600     0.681     0.625     0.216     0.055     0.024     1.581     0.678     0.621     0.211     0.052     0.020
SWE  1979     1.658     0.697     0.632     0.242     0.061     0.026     1.636     0.694     0.627     0.236     0.057     0.022
SWE  1980     1.680     0.715     0.626     0.248     0.064     0.027     1.659     0.712     0.622     0.243     0.060     0.022
SWE  1981     1.636     0.688     0.607     0.253     0.063     0.025     1.613     0.685     0.602     0.247     0.059     0.021
SWE  1982     1.627     0.678     0.604     0.256     0.064     0.025     1.603     0.675     0.599     0.250     0.059     0.021
SWE  1983     1.614     0.667     0.594     0.261     0.068     0.025     1.591     0.664     0.589     0.254     0.063     0.020
SWE  1984     1.658     0.673     0.607     0.275     0.075     0.028     1.631     0.670     0.602     0.268     0.069     0.023
SWE  1985     1.740     0.706     0.622     0.298     0.083     0.031     1.713     0.702     0.616     0.290     0.078     0.026
SWE  1986     1.800     0.747     0.632     0.303     0.086     0.032     1.772     0.743     0.626     0.295     0.080     0.027
SWE  1987     1.844     0.770     0.653     0.301     0.086     0.034     1.815     0.766     0.646     0.292     0.081     0.029
SWE  1988     1.967     0.818     0.697     0.321     0.093     0.037     1.936     0.814     0.690     0.313     0.087     0.032
SWE  1989     2.020     0.851     0.701     0.331     0.099     0.039     1.986     0.846     0.693     0.321     0.092     0.034
SWE  1990     2.140     0.897     0.739     0.348     0.110     0.046     2.103     0.892     0.731     0.337     0.103     0.040
SWE  1991     2.113     0.867     0.738     0.351     0.109     0.048     2.075     0.861     0.730     0.340     0.102     0.042
SWE  1992     2.077     0.825     0.751     0.342     0.112     0.048     2.037     0.818     0.741     0.332     0.105     0.041
SWE  1993     1.982     0.785     0.721     0.323     0.103     0.050     1.943     0.779     0.712     0.313     0.096     0.044
SWE  1994     1.883     0.745     0.700     0.298     0.094     0.047     1.844     0.738     0.690     0.288     0.087     0.040
SWE  1995     1.731     0.697     0.642     0.271     0.081     0.040     1.694     0.690     0.632     0.261     0.076     0.035
SWE  1996     1.600     0.665     0.593     0.235     0.070     0.038     1.564     0.659     0.582     0.226     0.064     0.032
SWE  1997     1.528     0.642     0.568     0.217     0.066     0.034     1.491     0.635     0.558     0.208     0.061     0.029
SWE  1998     1.517     0.637     0.559     0.220     0.065     0.036     1.479     0.629     0.549     0.211     0.060     0.030
SWE  1999     1.512     0.650     0.546     0.217     0.064     0.035     1.473     0.642     0.535     0.208     0.059     0.029
SWE  2000     1.559     0.697     0.540     0.220     0.065     0.037     1.518     0.689     0.529     0.210     0.060     0.031
SWE  2001     1.580     0.716     0.552     0.214     0.063     0.035     1.537     0.706     0.540     0.205     0.058     0.028
SWE  2002     1.665     0.770     0.583     0.216     0.062     0.034     1.619     0.759     0.570     0.205     0.056     0.028
SWE  2003     1.731     0.791     0.612     0.227     0.066     0.034     1.681     0.781     0.598     0.215     0.060     0.028
SWE  2004     1.771     0.807     0.636     0.230     0.064     0.035     1.717     0.795     0.620     0.217     0.057     0.028
SWE  2005     1.787     0.808     0.653     0.228     0.065     0.033     1.733     0.796     0.638     0.215     0.058     0.027
SWE  2006     1.869     0.850     0.679     0.240     0.066     0.035     1.811     0.837     0.662     0.226     0.058     0.028
SWE  2007     1.892     0.863     0.680     0.248     0.066     0.035     1.828     0.849     0.660     0.233     0.059     0.028
SWE  2008     1.917     0.879     0.685     0.249     0.067     0.037     1.853     0.865     0.665     0.235     0.059     0.029
SWE  2009     1.937     0.883     0.705     0.247     0.066     0.037     1.868     0.867     0.683     0.231     0.057     0.030
SWE  2010     1.987     0.888     0.732     0.259     0.068     0.039     1.914     0.871     0.709     0.243     0.060     0.031
SWE  2011     1.900     0.836     0.710     0.248     0.068     0.038     1.827     0.819     0.687     0.231     0.060     0.030
CHE  1998     1.470     0.701     0.529     0.178     0.046     0.016     1.441     0.692     0.519     0.173     0.043     0.014
CHE  1999     1.482     0.724     0.523     0.175     0.043     0.016     1.451     0.714     0.513     0.169     0.041     0.014
CHE  2000     1.496     0.731     0.529     0.175     0.045     0.016     1.464     0.720     0.518     0.170     0.043     0.013
CHE  2001     1.384     0.687     0.490     0.155     0.038     0.013     1.349     0.677     0.478     0.148     0.035     0.011
CHE  2002     1.390     0.692     0.494     0.155     0.037     0.013     1.354     0.679     0.482     0.148     0.034     0.010
CHE  2003     1.385     0.698     0.487     0.154     0.035     0.012     1.349     0.685     0.474     0.147     0.032     0.010
CHE  2004     1.416     0.721     0.497     0.152     0.035     0.011     1.378     0.708     0.484     0.145     0.032     0.009
CHE  2005     1.420     0.731     0.491     0.152     0.034     0.012     1.378     0.716     0.476     0.145     0.031     0.009
CHE  2006     1.437     0.736     0.501     0.155     0.034     0.011     1.391     0.720     0.485     0.147     0.031     0.009
CHE  2007     1.456     0.734     0.522     0.153     0.037     0.011     1.407     0.717     0.504     0.144     0.033     0.008
CHE  2008     1.484     0.739     0.534     0.163     0.037     0.012     1.431     0.720     0.515     0.154     0.034     0.009
CHE  2009     1.497     0.746     0.538     0.164     0.038     0.012     1.441     0.727     0.517     0.153     0.034     0.009
CHE  2010     1.524     0.762     0.547     0.167     0.037     0.011     1.464     0.742     0.524     0.157     0.032     0.008
CHE  2011     1.518     0.755     0.549     0.166     0.037     0.011     1.455     0.734     0.524     0.155     0.033     0.009
TWN  1976     3.064     0.931     0.798     0.628     0.370     0.335     3.021     0.927     0.795     0.625     0.367     0.306
TWN  1977     2.670     0.854     0.739     0.523     0.292     0.262     2.637     0.852     0.737     0.521     0.290     0.238
TWN  1978     2.661     0.851     0.777     0.547     0.269     0.218     2.632     0.848     0.774     0.544     0.266     0.200
TWN  1979     2.600     0.885     0.757     0.538     0.242     0.178     2.576     0.883     0.755     0.536     0.240     0.162
TWN  1980     2.449     0.828     0.741     0.509     0.223     0.147     2.426     0.826     0.739     0.507     0.221     0.134
TWN  1981     2.390     0.843     0.736     0.487     0.203     0.120     2.371     0.840     0.734     0.485     0.201     0.109
TWN  1982     2.266     0.830     0.705     0.449     0.182     0.100     2.248     0.828     0.703     0.447     0.179     0.091
TWN  1983     2.112     0.780     0.690     0.411     0.150     0.081     2.097     0.778     0.688     0.409     0.149     0.073
TWN  1984     2.014     0.768     0.687     0.369     0.126     0.065     2.002     0.765     0.686     0.367     0.124     0.059
TWN  1985     1.854     0.729     0.644     0.328     0.103     0.050     1.843     0.727     0.642     0.327     0.102     0.045
TWN  1986     1.645     0.698     0.556     0.269     0.082     0.040     1.634     0.696     0.554     0.267     0.080     0.036
TWN  1987     1.673     0.697     0.598     0.272     0.074     0.032     1.663     0.696     0.596     0.270     0.073     0.029
TWN  1988     1.823     0.727     0.665     0.319     0.082     0.031     1.814     0.725     0.663     0.318     0.081     0.028
TWN  1989     1.669     0.722     0.582     0.272     0.068     0.025     1.659     0.719     0.580     0.270     0.067     0.023
TWN  1990     1.793     0.766     0.643     0.295     0.066     0.022     1.782     0.764     0.641     0.293     0.065     0.020
TWN  1991     1.709     0.721     0.621     0.284     0.063     0.020     1.698     0.718     0.619     0.282     0.061     0.018
TWN  1992     1.721     0.754     0.609     0.279     0.060     0.018     1.710     0.752     0.606     0.277     0.058     0.017
TWN  1993     1.751     0.768     0.624     0.283     0.059     0.017     1.740     0.766     0.621     0.281     0.057     0.015
TWN  1994     1.746     0.764     0.635     0.278     0.054     0.015     1.734     0.761     0.632     0.275     0.052     0.014
TWN  1995     1.768     0.779     0.648     0.276     0.052     0.014     1.755     0.776     0.644     0.273     0.051     0.012
TWN  1996     1.763     0.761     0.652     0.283     0.054     0.014     1.749     0.758     0.648     0.279     0.052     0.012
TWN  1997     1.772     0.770     0.658     0.280     0.051     0.013     1.758     0.766     0.655     0.276     0.050     0.012
TWN  1998     1.469     0.676     0.513     0.225     0.044     0.011     1.455     0.673     0.509     0.221     0.042     0.010
TWN  1999     1.556     0.706     0.591     0.213     0.037     0.009     1.542     0.702     0.587     0.209     0.036     0.008
TWN  2000     1.683     0.782     0.619     0.230     0.042     0.010     1.667     0.778     0.614     0.226     0.040     0.009
TWN  2001     1.405     0.698     0.497     0.171     0.030     0.008     1.390     0.694     0.493     0.167     0.028     0.007
TWN  2002     1.337     0.669     0.492     0.143     0.026     0.008     1.324     0.666     0.488     0.139     0.025     0.007
TWN  2003     1.231     0.631     0.451     0.120     0.022     0.007     1.217     0.627     0.447     0.116     0.021     0.006
TWN  2004     1.177     0.616     0.425     0.109     0.020     0.006     1.163     0.612     0.421     0.106     0.019     0.005
TWN  2005     1.116     0.572     0.416     0.103     0.019     0.006     1.101     0.568     0.412     0.099     0.017     0.005
TWN  2006     1.108     0.584     0.401     0.099     0.018     0.006     1.093     0.579     0.396     0.095     0.017     0.006
TWN  2007     1.091     0.577     0.398     0.093     0.017     0.006     1.075     0.572     0.393     0.090     0.016     0.005
TWN  2008     1.050     0.560     0.380     0.087     0.016     0.006     1.032     0.555     0.374     0.083     0.015     0.005
TWN  2009     1.022     0.550     0.371     0.080     0.015     0.005     1.003     0.544     0.364     0.076     0.013     0.005
TWN  2010     0.887     0.474     0.317     0.075     0.014     0.005     0.867     0.468     0.310     0.071     0.013     0.005
GBR_NIR  1997     1.932     0.759     0.597     0.334     0.145     0.098     1.888     0.753     0.589     0.325     0.137     0.084
GBR_NIR  1998     1.906     0.759     0.592     0.329     0.135     0.091     1.864     0.753     0.583     0.321     0.128     0.079
GBR_NIR  1999     1.862     0.775     0.582     0.295     0.128     0.082     1.817     0.767     0.574     0.286     0.121     0.069
GBR_NIR  2000     1.754     0.721     0.547     0.289     0.120     0.075     1.711     0.714     0.539     0.279     0.113     0.065
GBR_NIR  2001     1.803     0.731     0.589     0.294     0.118     0.071     1.756     0.723     0.578     0.285     0.111     0.060
GBR_NIR  2002     1.772     0.746     0.571     0.282     0.109     0.064     1.725     0.737     0.559     0.273     0.101     0.055
GBR_NIR  2003     1.810     0.765     0.591     0.287     0.105     0.062     1.762     0.757     0.579     0.275     0.097     0.053
GBR_NIR  2004     1.871     0.786     0.623     0.297     0.107     0.058     1.825     0.778     0.612     0.287     0.100     0.049
GBR_NIR  2005     1.870     0.806     0.604     0.295     0.108     0.057     1.818     0.797     0.591     0.283     0.099     0.048
GBR_NIR  2006     1.936     0.831     0.633     0.302     0.114     0.058     1.880     0.819     0.619     0.290     0.104     0.049
GBR_NIR  2007     2.020     0.857     0.666     0.323     0.117     0.056     1.962     0.847     0.651     0.310     0.108     0.046
GBR_NIR  2008     2.107     0.900     0.692     0.334     0.123     0.059     2.043     0.888     0.674     0.319     0.113     0.049
GBR_NIR  2009     2.038     0.873     0.672     0.320     0.113     0.059     1.971     0.859     0.654     0.306     0.103     0.049
GBR_NIR  2010     2.065     0.856     0.700     0.334     0.118     0.056     2.001     0.843     0.682     0.318     0.110     0.048
GBR_NIR  2011     2.058     0.841     0.701     0.337     0.124     0.056     1.983     0.825     0.681     0.319     0.113     0.046
USA  1933     2.012     0.595     0.439     0.291     0.200     0.487     1.911     0.592     0.434     0.285     0.192     0.408
USA  1934     2.072     0.642     0.450     0.294     0.201     0.485     1.973     0.639     0.446     0.288     0.193     0.407
USA  1935     2.038     0.671     0.441     0.280     0.190     0.455     1.944     0.668     0.437     0.274     0.182     0.382
USA  1936     2.007     0.678     0.450     0.272     0.180     0.427     1.919     0.675     0.445     0.266     0.173     0.359
USA  1937     2.038     0.713     0.466     0.272     0.176     0.412     1.955     0.710     0.462     0.267     0.169     0.348
USA  1938     2.092     0.748     0.490     0.280     0.175     0.400     2.010     0.745     0.486     0.274     0.168     0.338
USA  1939     2.050     0.732     0.494     0.278     0.170     0.376     1.974     0.728     0.490     0.273     0.164     0.320
USA  1940     2.113     0.751     0.524     0.292     0.174     0.372     2.037     0.747     0.520     0.287     0.168     0.317
USA  1941     2.226     0.835     0.551     0.302     0.176     0.362     2.152     0.831     0.546     0.296     0.170     0.309
USA  1942     2.465     0.985     0.617     0.324     0.183     0.357     2.392     0.981     0.611     0.318     0.176     0.306
USA  1943     2.566     0.923     0.691     0.371     0.205     0.376     2.489     0.918     0.685     0.364     0.197     0.324
USA  1944     2.439     0.815     0.651     0.382     0.212     0.379     2.359     0.810     0.644     0.374     0.204     0.328
USA  1945     2.380     0.788     0.633     0.374     0.209     0.376     2.297     0.782     0.625     0.365     0.201     0.324
USA  1946     2.830     1.061     0.772     0.406     0.219     0.371     2.747     1.055     0.763     0.397     0.211     0.321
USA  1947     3.161     1.300     0.840     0.435     0.222     0.365     3.077     1.293     0.831     0.425     0.213     0.316
USA  1948     3.009     1.116     0.862     0.449     0.224     0.357     2.930     1.110     0.854     0.439     0.215     0.312
USA  1949     3.022     1.036     0.900     0.480     0.240     0.367     2.945     1.029     0.891     0.470     0.232     0.322
USA  1950     3.020     0.970     0.908     0.518     0.257     0.368     2.944     0.963     0.899     0.508     0.248     0.325
USA  1951     3.203     1.032     0.932     0.565     0.287     0.386     3.124     1.026     0.923     0.555     0.278     0.343
USA  1952     3.302     1.022     0.946     0.608     0.318     0.408     3.222     1.016     0.937     0.597     0.308     0.365
USA  1953     3.372     1.017     0.955     0.629     0.340     0.431     3.292     1.011     0.946     0.617     0.329     0.388
USA  1954     3.494     1.034     0.966     0.661     0.367     0.465     3.411     1.029     0.957     0.649     0.356     0.420
USA  1955     3.538     1.020     0.963     0.679     0.385     0.491     3.456     1.014     0.954     0.667     0.374     0.447
USA  1956     3.654     1.044     0.976     0.704     0.407     0.524     3.570     1.039     0.967     0.691     0.395     0.478
USA  1957     3.738     1.049     0.981     0.724     0.428     0.556     3.654     1.044     0.973     0.712     0.415     0.509
